dur_ns,gap_ns
631,21332811
681,21333912
601,21333191
612,21334313
1072,21338011
911,21343200
922,21331968
922,21335255
911,21332641
922,21333311
922,21330826
1874,21313785
1042,21356585
2134,21352438
1513,21332199
1683,21331137
2284,21318734
1112,21330887
1543,21351836
922,21315137
922,21330286
922,21334864
912,21334654
921,21331899
922,21336136
922,21332981
1102,21344102
1894,21331808
1754,21334383
991,21323023
1002,21332740
992,21331307
992,21332350
992,21334103
1082,21332409
992,21332811
982,21336627
1052,21334344
992,21330636
1001,21332861
1012,21334062
1002,21333852
1002,21332841
1002,21331167
991,21336408
1002,21333150
1002,21332701
992,21334012
1002,21332540
1002,21334714
992,21333131
1002,21330586
992,21333572
1002,21334614
992,21335586
1032,21330476
992,21333792
1002,21335756
1252,21323874
1153,21348269
1012,21326689
992,21332490
992,21322681
992,21331218
1072,21334453
1002,21330727
992,21336367
992,21329735
1002,21335575
992,21331739
1002,21331398
992,21335044
992,21333762
1002,21333512
992,21330787
1042,21336227
1042,21331097
992,21335185
1001,21331929
1002,21333471
992,21334454
1001,21332410
992,21336176
992,21329635
992,21334513
992,21332049
992,21334704
992,21332821
992,21333942
1002,21332440
992,21335536
992,21333301
991,21333923
1002,21331668
3567,21346516
992,21320567
992,21332490
992,21333141
1002,21333372
2113,21349322
1342,21338080
972,21330195
921,21318895
922,21331858
922,21331939
1132,21343681
991,21340786
931,21334714
1001,21327781
1002,21334343
1142,21337499
992,21327410
992,21335987
992,21333602
992,21332199
1002,21334333
992,21332741
1002,21332870
992,21332971
992,21333372
992,21334273
992,21332199
992,21335045
992,21332139
1192,21331879
991,21335015
1002,21332830
992,21333852
992,21332951
992,21333041
1402,21334454
992,21332930
992,21334895
1002,21331608
1002,21333081
992,21333311
1002,21332089
1002,21334985
992,21332800
992,21335155
1002,21331739
1002,21322972
1092,21343921
992,21334544
992,21330586
1002,21332931
992,21336377
992,21332831
1002,21333972
1002,21332410
1002,21332650
992,21334784
1002,21333442
1002,21332109
1042,21325026
1002,21341477
1002,21333371
1082,21338221
1042,21330867
992,21329685
1032,21336287
911,21332560
1042,21335165
992,21333231
991,21320087
1002,21342438
1002,21323172
1002,21344002
992,21333682
1001,21332701
1002,21333030
992,21334634
1402,21340706
992,21327700
992,21332671
992,21332329
992,21332190
1002,21335044
992,21333392
1002,21332169
1002,21332170
992,21335535
1572,21335356
1032,21331698
1002,21360663
1002,21305299
992,21333882
992,21332730
1313,21342659
1743,21341838
1293,21317802
992,21329675
1012,21333912
992,21331799
992,21333362
982,21324965
992,21342038
992,21332931
992,21333953
961,21334073
1002,21332640
1242,21329204
1593,21349331
1032,21321620
1783,21359150
1082,21309376
1022,21332721
992,21331558
992,21333041
1623,21351185
991,21315909
902,21333271
1022,21335125
2254,21339774
1984,21319755
672,21334003
1122,21347078
2475,21358298
1894,21306902
1834,21342689
1172,21322381
1673,21350885
1152,21314195
922,21332600
992,21341116
992,21324645
922,21334965
862,21320086
611,21330196
632,21333161
621,21333282
621,21331799
631,21334193
631,21334453
622,21331548
621,21333432
742,21335836
612,21331007
622,21334083
621,21332280
621,21335696
611,21331859
611,21333772
611,21331719
621,21335185
612,21333501
601,21333753
592,21332850
621,21333082
721,21335996
681,21331148
1062,21341537
992,21341947
1011,21332671
1001,21332400
1002,21335174
991,21331449
991,21333642
992,21333531
992,21330316
2154,21352057
1853,21329184
1363,21325326
992,21322922
992,21329254
1002,21344693
1012,21337309
1002,21329034
1002,21333471
982,21332781
1002,21332410
1002,21332089
991,21334404
992,21332870
992,21332550
1002,21335335
992,21332731
1002,21333622
992,21333843
992,21332870
1012,21333462
1002,21330857
992,21334694
992,21334123
1002,21334123
1002,21330446
992,21337560
1002,21330115
1253,21343631
1162,21323403
1002,21332019
992,21335085
1002,21332320
852,21334233
921,21331729
1012,21338872
921,21327050
922,21334443
1182,21329805
661,21321910
601,21325667
611,21344653
991,21347639
1002,21320948
1002,21345785
1001,21332270
1052,21321910
1272,21350814
1823,21349943
1102,21316921
1002,21329614
922,21331358
921,21332260
1032,21337980
1002,21330897
921,21331248
932,21333892
1302,21318845
741,21333652
741,21334233
731,21332500
762,21333832
721,21334254
681,21331438
861,21323924
2234,21369359
1983,21326990
2595,21344943
2955,21342289
992,21306200
991,21336448
2835,21357607
1001,21305279
1002,21336377
1673,21338161
2274,21330266
1002,21333111
992,21330506
992,21333913
992,21332299
992,21332781
991,21334875
992,21333481
992,21333101
912,21320438
762,21332209
681,21332611
1172,21334113
621,21330977
621,21334183
621,21332180
621,21332540
631,21332680
651,21334484
611,21333181
621,21332490
622,21334664
622,21332450
692,21334654
611,21332741
612,21332199
632,21334033
641,21333041
631,21323363
611,21343301
592,21334613
601,21332611
621,21336778
581,21330677
581,21332319
992,21352398
992,21329835
1042,21336417
1212,21325307
1082,21338381
1022,21336778
1002,21328843
1002,21344112
1002,21323423
1002,21331258
1002,21338691
1172,21316190
922,21347538
922,21334163
922,21332210
922,21334163
922,21331318
922,21333993
922,21332139
922,21333542
922,21334975
902,21333642
791,21320578
591,21329364
591,21335245
611,21334284
611,21331949
621,21338000
611,21332711
611,21332059
612,21330075
982,21342429
611,21323243
621,21333372
612,21333912
621,21336448
621,21330436
611,21332510
611,21335035
641,21334454
621,21331087
1453,21341918
731,21326369
611,21331768
621,21333512
621,21332941
621,21334684
872,21340215
922,21343591
912,21333642
922,21331518
922,21331368
922,21332560
922,21335897
922,21331458
801,21312954
621,21355463
612,21326358
601,21325648
612,21333912
601,21331980
611,21333622
922,21354311
931,21329084
1203,21332339
922,21334825
921,21331318
931,21332400
942,21333622
791,21320257
601,21331378
581,21332320
591,21335946
591,21331489
602,21335064
601,21333062
592,21332890
602,21333512
1583,21338522
862,21318704
761,21341878
601,21336227
591,21331278
601,21332540
601,21333712
582,21333041
2936,21332871
892,21343481
1873,21342860
942,21327731
891,21334574
891,21345074
1042,21321990
902,21332620
902,21331719
902,21333772
1233,21340345
901,21325708
761,21321479
591,21331548
591,21334504
722,21332590
571,21332190
892,21352528
892,21318624
762,21332059
581,21332180
591,21333572
591,21330967
892,21336858
761,21332531
661,21334243
661,21333422
712,21317682
592,21348470
902,21323704
632,21352848
581,21321800
1403,21349903
892,21330116
882,21333462
892,21337199
892,21332510
891,21331108
751,21320327
1472,21349773
2184,21324735
1623,21324435
772,21336397
591,21331509
592,21331257
581,21335957
1002,21329675
942,21337209
601,21330306
611,21334354
621,21331318
611,21333532
621,21333792
641,21323704
682,21330997
992,21349683
1152,21336808
691,21336768
631,21324916
611,21330947
801,21331278
742,21336698
992,21347328
1002,21333141
892,21333522
671,21320739
722,21332730
591,21334444
582,21330025
591,21332381
601,21333662
1272,21333973
742,21335816
672,21330907
581,21332651
662,21334313
1133,21341387
1222,21315168
731,21344032
581,21333512
581,21331779
581,21335976
1323,21349312
961,21330467
972,21333171
971,21333302
1132,21336447
762,21318564
741,21333202
1213,21349772
972,21329725
972,21333442
972,21333582
912,21321690
642,21333532
701,21329425
581,21333893
681,21332059
1383,21346406
1012,21316220
762,21338010
641,21332751
602,21333682
631,21332691
711,21334935
592,21332319
691,21334154
631,21331839
621,21333562
611,21332961
611,21332971
992,21351606
992,21330086
991,21334374
992,21331508
1042,21325116
821,21329405
612,21331197
611,21333563
611,21333271
621,21332631
621,21336267
861,21333723
842,21334914
1001,21344223
1002,21332239
992,21335877
1002,21331358
992,21334253
1083,21324986
1894,21345665
1132,21334194
932,21329013
821,21320859
1212,21351105
1182,21334123
921,21312423
591,21332760
591,21332681
621,21333442
621,21334945
611,21336067
631,21330656
621,21331118
612,21334253
612,21333502
611,21334855
2435,21375391
992,21305239
1052,21332029
1202,21336087
1042,21337460
1042,21327160
992,21333342
1002,21331388
1002,21333562
992,21335135
1573,21334124
2074,21332109
992,21332370
1794,21339343
3296,21367076
1062,21298065
1042,21329985
992,21331539
921,21334414
1002,21333892
991,21334545
1042,21333051
1052,21332410
922,21336157
1042,21309527
992,21355774
1002,21332851
1042,21333111
992,21332270
1002,21335466
1052,21330707
1002,21333973
992,21334624
1052,21332430
1082,21333613
1222,21339794
1042,21317692
971,21343401
992,21333031
992,21332881
992,21332069
992,21332871
991,21335216
992,21332780
942,21310970
1002,21354361
1192,21339143
1082,21309337
1002,21337189
992,21349572
1002,21333422
932,21334614
901,21336178
1002,21328562
992,21331709
1032,21336668
1653,21338843
1002,21326689
992,21331608
1082,21339113
1543,21346627
1844,21340395
1093,21310749
992,21332030
1042,21335876
992,21330016
992,21333332
992,21335325
922,21318364
872,21348440
922,21332681
1002,21330396
992,21315709
2144,21362717
1002,21320868
992,21326880
992,21341998
1002,21332521
992,21333732
992,21333472
1002,21332420
1322,21339965
872,21330596
1002,21330046
1002,21332641
1002,21334003
1002,21332971
1002,21333622
1002,21333262
1192,21333773
2215,21345454
992,21322812
992,21331318
1012,21333092
922,21325026
992,21342619
1002,21334264
1002,21331097
1002,21336989
991,21330447
1002,21333672
932,21333522
922,21332931
2194,21356065
1173,21313003
2064,21351857
1453,21325808
992,21319927
1002,21326639
2946,21359531
1012,21315478
1012,21331679
992,21333382
1002,21333893
1002,21335786
1002,21329084
882,21334865
1012,21334975
1002,21330016
1322,21335706
1001,21331599
992,21334293
1001,21332501
992,21335876
1002,21330487
1001,21333372
1112,21338702
1683,21339804
1032,21316911
821,21327982
1002,21337158
972,21329275
722,21331007
712,21332270
721,21334835
721,21331458
712,21334143
691,21334154
711,21326249
691,21339844
702,21333361
712,21331689
702,21334424
701,21332601
711,21333953
721,21328573
701,21340265
711,21331308
722,21334734
692,21332891
711,21334274
712,21332079
691,21334805
702,21333432
701,21333102
701,21333622
711,21330266
721,21335396
691,21333993
711,21332170
702,21333091
682,21335015
1282,21333042
772,21333091
692,21332931
711,21330487
691,21343621
692,21323323
691,21335486
691,21333653
682,21334243
681,21334114
701,21331318
692,21334393
681,21333974
1082,21345444
701,21321851
1002,21320748
701,21343561
711,21335346
702,21332109
711,21332010
1002,21353780
781,21313415
742,21333852
852,21331749
872,21334424
712,21332831
711,21335617
712,21330616
701,21334715
681,21333362
982,21348660
992,21329365
992,21333582
982,21335085
992,21334244
1001,21330487
1002,21334784
932,21335827
992,21332901
1333,21334554
1032,21330577
992,21330336
992,21337069
992,21330577
1042,21334925
1002,21332781
992,21335035
1002,21331328
862,21335175
1022,21334294
991,21330407
992,21334624
932,21313505
712,21340054
692,21332350
711,21334505
711,21332450
701,21333442
711,21332851
711,21333252
702,21336918
701,21330958
751,21337039
1042,21344112
992,21331128
1002,21332811
1002,21334464
1001,21335867
1002,21330596
992,21332581
1062,21334324
1002,21331498
1002,21334564
1002,21332531
1001,21334384
992,21333512
1002,21333472
1002,21334945
1002,21331128
941,21322642
721,21330657
711,21333141
711,21334805
691,21333392
711,21338552
972,21344192
1002,21328423
921,21333813
1002,21334724
992,21335777
1022,21329374
991,21334535
1002,21333311
991,21333413
992,21332640
1022,21328453
992,21338632
1002,21332711
992,21334354
992,21333131
1002,21332350
1002,21333863
992,21334474
991,21332812
982,21324104
992,21343321
992,21332400
1082,21341748
1032,21325447
991,21330998
1373,21337329
871,21335947
982,21329645
972,21331308
992,21333973
1002,21334454
992,21331489
1002,21334614
1242,21332250
1002,21333953
922,21334264
1012,21335255
962,21333112
962,21330897
962,21332691
972,21334464
962,21331188
952,21336919
891,21331629
1012,21331789
972,21333041
971,21335697
962,21331137
962,21335917
961,21332902
962,21332780
962,21333643
971,21332581
972,21333211
962,21336378
961,21330367
962,21333772
902,21334204
952,21332160
962,21333071
902,21332761
972,21334124
961,21332731
972,21334093
961,21333182
961,21331689
902,21335095
971,21333723
962,21334313
982,21330267
962,21335756
961,21333493
891,21322241
942,21346797
962,21329605
972,21334644
972,21331679
972,21332922
962,21335205
972,21333853
922,21334354
962,21330827
972,21332841
962,21335276
972,21331759
862,21335506
952,21331048
952,21335536
962,21332280
952,21323744
962,21343591
962,21332120
951,21331549
962,21334965
