dur_ns,gap_ns
7805,20912266
7665,22024380
8967,21103676
7354,20923137
9117,21969436
5521,20930390
8636,21061277
11612,22093409
10490,20963653
7164,20949826
7635,21993612
10681,21048963
8827,20940409
11331,22090595
12143,21012044
11913,20995502
5531,21940652
10960,21056899
11191,20980855
11702,22009381
16170,21018977
7153,20881428
4819,21959267
5681,21002015
14417,21145475
12394,21989143
8255,20921624
11111,21252867
8065,21755694
11762,21092114
16351,21121119
3878,21706862
11201,21322549
8546,20743438
11181,22111163
11462,20974914
11171,21012314
10360,21992049
9548,20933446
10590,21073189
3476,21848088
11181,21163479
10951,20967008
5931,21903613
12243,21284847
7795,20896336
11001,21940762
10871,20995893
3978,20829821
7394,22070787
5080,20963833
12012,21306028
13596,21823952
12454,21040537
12583,20972079
10089,21942996
7914,20950138
4929,20986936
11341,22256898
11302,20869545
12594,20988339
12013,22017347
13255,20901947
7333,20979603
6041,21988111
13235,21460889
12193,20660392
7874,21916667
12784,21080352
5119,20888241
5531,21983272
48030,20993379
4388,20966468
14547,22549719
7284,20603865
5730,21027443
11241,21996788
3867,20834479
7764,21049755
3287,22196323
6492,20800145
11732,21108205
14537,22186956
7073,20764558
3467,20889212
5811,22033447
11552,21033284
9788,20991325
8687,22092658
14448,21283575
10630,20909662
6662,21707553
15008,21452463
13095,20826744
9287,21698076
6813,21016652
14397,21072278
14968,22268820
7865,20746363
3427,20873012
3697,22107968
9638,20962400
14337,21273546
10911,21849841
8346,20868964
13526,21053883
4839,21890177
7173,21036751
11872,21107493
11722,22149876
11071,20854227
8696,20935239
10801,22052783
11702,21015521
7424,20914139
11412,22095774
9658,20961680
11652,21034756
11371,21987060
5420,20874685
5691,21058000
8676,22002980
11632,21087896
11311,20940169
7805,21963996
9959,21065354
7814,20891848
4529,21970017
5420,21023586
4979,20986616
7955,22038356
26630,21239071
8326,20760460
10249,22085766
8025,20915522
10760,21112493
9387,21858678
12013,21142639
10068,21021352
7715,21908491
9538,21057089
5360,20851752
5270,22030060
4659,20987227
8086,21043012
9568,22049187
10760,21051839
10700,21004660
11101,21993121
11201,21011733
10450,20972449
5290,21902401
10991,21123453
6552,20892359
11402,22088149
11321,20994662
8887,20970535
10961,21992059
11802,21059874
10460,20981817
9458,21981539
11892,21035348
10880,20988049
7033,21934641
8315,21002606
17934,21140736
11792,21973754
10600,20948635
7885,20902176
10810,22089533
5491,20852393
8987,21133673
10620,22028778
10941,20979893
11191,21008217
10580,22135229
11061,20885836
8686,20991946
7875,21894916
10841,21113775
6833,20921924
10961,22062001
6993,20938927
7485,21007324
11131,22064947
10490,21018395
11492,20985865
10169,22006266
8666,20973541
11211,21020019
4689,21862024
11422,21167887
11171,20970255
11532,21995165
15619,21038033
8716,20925491
11522,22042794
7835,20930931
10290,21080152
7544,21912630
12083,21096022
10850,20972359
11692,22007097
9417,21003348
6963,20920331
11191,22070196
9348,20972549
6853,20970045
12103,22070677
34836,21353016
4419,20488488
6112,22019671
7625,21067899
11742,21064182
9618,21938178
10499,21057139
5260,20920291
10720,22146069
10750,20935319
7464,20939317
12183,22022025
5710,20927736
11191,21127130
9308,21969697
9999,20987888
10309,20984883
17544,22131962
10880,20925271
9137,20969995
5280,21902009
10811,21124806
8326,20853766
11121,22150497
10690,20981857
10710,21028054
10169,21964968
7775,20947312
9287,21034747
6152,21879296
5200,21002286
8486,21049645
5110,21935452
7895,21083258
7744,21016252
10469,22447046
11692,20614675
3717,20869175
5240,22067511
4849,20957471
3947,21050717
15028,22350344
9729,20652857
14908,21340763
11031,21661837
9548,20992327
7925,21001354
1963,21894135
2294,21128984
9087,21031370
14087,22307312
6182,20681111
14618,21081645
12834,21942606
3046,20880446
7454,21081785
4559,21986208
2355,21007936
4208,21017344
7194,21978864
16170,21042081
12945,21003928
11962,21999123
11050,20982869
5661,20899271
11141,22108518
7294,20931903
11141,21082898
11792,21972312
11131,21019407
11331,20999200
11031,22007909
11472,21002796
5220,20866861
4679,21993732
13044,21105951
5160,20912646
11692,22138074
9438,20956740
10129,21024117
10700,21985677
7795,20938445
10430,21066306
9467,22105383
11271,20892198
9247,20953784
5510,21925193
6633,21061096
7163,20994351
10580,22068282
9989,21013447
7374,20939267
5020,21930593
7715,21070634
10670,21084290
29746,22479146
11171,20495231
8847,20957040
5511,21919122
9158,21061607
5992,20978611
10580,22077450
10911,20987237
11241,21036480
10640,21993041
5069,20873794
9007,21090371
6682,21940382
9538,21084390
11371,21023756
11001,21984895
10369,20966188
18204,21087085
10600,21932988
11071,20977679
10280,21024968
10309,21995376
16732,21002475
11101,21015741
10540,21981700
10860,21006293
10530,20991365
5330,21881441
6943,21060174
10410,21042030
5671,21911838
10259,21133042
7574,20912737
11642,22071829
12293,21013166
12253,20998198
11442,21991027
11832,20993920
10711,20999600
11311,22002159
10580,20994200
11742,20967249
4850,21922999
6823,21053222
7574,20983350
11232,22078401
11151,20998649
7725,20935910
10069,22047274
10279,21013176
11461,21013116
11001,21987099
11992,21024528
6022,20880706
7374,22043216
11732,21063761
9688,20920401
4479,21962333
5129,21003148
5110,21005170
9067,22095935
8636,20999841
8977,21013346
9227,21984676
9287,21004730
9608,20998628
5771,21928930
10069,21082978
12944,21338038
7043,21589391
8567,21073619
10069,20985013
10410,22026775
5641,20914029
5210,20953614
8035,22053505
6623,21013887
6692,20925121
4529,21963605
4418,21016733
6983,21046138
4689,21947094
6923,21090372
9588,21065234
10550,21994403
9488,20959615
4659,20899522
5761,21995666
3867,21001715
9848,21150705
10349,21968705
11562,21035949
9077,20979352
6513,21889596
7444,21028696
5540,20988840
6362,22049036
6402,20994912
19727,21133713
14518,22288076
6151,20568870
14737,21436894
8686,21643182
9699,21645386
8777,20284464
4819,22000365
14457,21304775
8866,20744671
5952,21986568
6302,20990784
4118,20918167
12864,22460902
11552,20664800
14467,21338519
14197,21886941
3527,20579169
6162,21107313
6322,22014992
14578,21304104
14928,21134725
4729,21531021
14106,21476599
6842,20575913
9357,21956923
6532,20964855
3156,20962109
14918,22550852
12083,20940799
14607,21180692
7033,21462061
10210,21206079
7403,20797080
4048,21892371
6573,21066416
3536,20926373
5991,22050038
14417,21443356
4889,20559552
3717,22026805
11622,21049925
12684,21033214
10680,21990306
24546,21423829
4789,20445547
9998,22108088
